Entity,Code,Year,Biofuels Production - PJ - Total
South & Central America,,1996,88.72492845085681
South & Central America,,1997,97.17265995061577
South & Central America,,1998,88.52280975479394
South & Central America,,1999,81.45349691156069
South & Central America,,2000,67.25454178129151
South & Central America,,2001,72.07217772015882
South & Central America,,2002,80.14768971291215
South & Central America,,2003,92.3098915519839
South & Central America,,2004,93.38731648531981
South & Central America,,2005,102.12560888899537
South & Central America,,2006,116.75627641417725
South & Central America,,2007,152.30994031269063
South & Central America,,2008,194.48204064197725
South & Central America,,2009,195.25101525161034
South & Central America,,2010,223.48883562634435
South & Central America,,2011,202.93965246713347
South & Central America,,2012,208.13015244180767
South & Central America,,2013,234.27999181489187
South & Central America,,2014,252.15479977983983
South & Central America,,2015,261.0222780406715
South & Central America,,2016,257.9002753639186
South & Central America,,2017,261.5215753267037
South & Central America,,2018,303.46812550670626
South & Central America,,2019,319.8501611519242
South Korea,KOR,1990,0
South Korea,KOR,1991,0
South Korea,KOR,1992,0
South Korea,KOR,1993,0
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0.010612141131541726
South Korea,KOR,2003,0.016869962043378314
South Korea,KOR,2004,0.05394730409535598
South Korea,KOR,2005,0.1331858358394843
South Korea,KOR,2006,0.530192275926987
South Korea,KOR,2007,0.9665253863389184
South Korea,KOR,2008,1.7947902328090435
South Korea,KOR,2009,2.568184270486587
South Korea,KOR,2010,3.6051337476971077
South Korea,KOR,2011,2.9015420353524384
South Korea,KOR,2012,4.1856403485096
South Korea,KOR,2013,4.2926364341064005
South Korea,KOR,2014,4.508954607160801
South Korea,KOR,2015,5.132323105855201
South Korea,KOR,2016,5.150931120741601
South Korea,KOR,2017,4.9788069830424
South Korea,KOR,2018,5.2277473479142
South Korea,KOR,2019,5.060180037490959
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,0.8512972392644966
Spain,ESP,2001,0.8489712905233391
Spain,ESP,2002,1.5204832745120938
Spain,ESP,2003,2.1480731476238684
Spain,ESP,2004,2.623649344594744
Spain,ESP,2005,3.5093743051628374
Spain,ESP,2006,3.172732881655136
Spain,ESP,2007,4.3931291117824225
Spain,ESP,2008,4.467534791432419
Spain,ESP,2009,10.626587041259697
Spain,ESP,2010,11.886288858386981
Spain,ESP,2011,9.896896806400001
Spain,ESP,2012,7.207033543400001
Spain,ESP,2013,8.71250697
Spain,ESP,2014,11.977231804000002
Spain,ESP,2015,13.045565992
Spain,ESP,2016,13.9599309734914
Spain,ESP,2017,17.916484444287203
Spain,ESP,2018,21.4045072902588
Spain,ESP,2019,18.538209275
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,0.16962368569884
Sweden,SWE,2002,0.379801213840728
Sweden,SWE,2003,1.051736631388632
Sweden,SWE,2004,1.981009264806144
Sweden,SWE,2005,0.4183430646741841
Sweden,SWE,2006,0.47564412051499205
Sweden,SWE,2007,0.5703472862774641
Sweden,SWE,2008,1.540662222528792
Sweden,SWE,2009,2.1265123112084883
Sweden,SWE,2010,2.4114707991750963
Sweden,SWE,2011,2.2329501563586964
Sweden,SWE,2012,2.6494789395814564
Sweden,SWE,2013,2.6463969871158963
Sweden,SWE,2014,2.648315938651056
Sweden,SWE,2015,2.544425065538424
Sweden,SWE,2016,2.4066676053325438
Sweden,SWE,2017,2.091761843408136
Sweden,SWE,2018,2.188326363220018
Sweden,SWE,2019,2.7644981950948257
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.036327891015151506
Thailand,THA,2005,0.6469864364187128
Thailand,THA,2006,1.009272781241946
Thailand,THA,2007,1.7235875023622014
Thailand,THA,2008,6.146304886524087
Thailand,THA,2009,7.570593415168609
Thailand,THA,2010,9.699427759536
Thailand,THA,2011,10.687978550376
Thailand,THA,2012,14.642181713736003
Thailand,THA,2013,18.712684970136003
Thailand,THA,2014,20.922386737896
Thailand,THA,2015,22.573848059064
Thailand,THA,2016,19.561675649328002
Thailand,THA,2017,22.980898384704005
Thailand,THA,2018,24.574209659352004
Thailand,THA,2019,26.558254194804164
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.031836423394625286
United Kingdom,GBR,2003,0.10612141131541726
United Kingdom,GBR,2004,0.1064121549080622
United Kingdom,GBR,2005,0.091737513389952
United Kingdom,GBR,2006,2.651339741070096
United Kingdom,GBR,2007,4.520886996706704
United Kingdom,GBR,2008,3.3232402685900877
United Kingdom,GBR,2009,2.500021690015752
United Kingdom,GBR,2010,3.2686257448985043
United Kingdom,GBR,2011,2.022505138002816
United Kingdom,GBR,2012,3.4827225861758406
United Kingdom,GBR,2013,5.859826707857616
United Kingdom,GBR,2014,4.529481573582361
United Kingdom,GBR,2015,3.5043544034812806
United Kingdom,GBR,2016,6.309012557206008
United Kingdom,GBR,2017,8.633676966936047
United Kingdom,GBR,2018,7.968626514896113
United Kingdom,GBR,2019,6.783576869528821
United States,USA,1990,17.669289658007393
United States,USA,1991,20.47393882582707
United States,USA,1992,23.278587993646745
United States,USA,1993,27.279665482525264
United States,USA,1994,30.460837359671785
United States,USA,1995,32.084674236742465
United States,USA,1996,23.0056791789394
United States,USA,1997,30.4459488797474
United States,USA,1998,33.20428792704548
United States,USA,1999,34.62167121583343
United States,USA,2000,38.339820935580825
United States,USA,2001,42.01238904094323
United States,USA,2002,50.940035727902384
United States,USA,2003,66.76739708691301
United States,USA,2004,81.42388124906066
United States,USA,2005,95.41220006260788
United States,USA,2006,124.09767569137698
United States,USA,2007,171.06265376728078
United States,USA,2008,243.4600358561723
United States,USA,2009,276.3409458304129
United States,USA,2010,326.1504921117572
United States,USA,2011,362.6670964743979
United States,USA,2012,346.6650201116276
United States,USA,2013,361.19392293159893
United States,USA,2014,382.5158326629047
United States,USA,2015,393.65925968730585
United States,USA,2016,418.5153930577522
United States,USA,2017,431.8452264054659
United States,USA,2018,444.56470331541146
United States,USA,2019,432.5179567444081
World,OWID_WRL,1990,90.56465267262612
World,OWID_WRL,1991,101.75006327454496
World,OWID_WRL,1992,97.7884657411714
World,OWID_WRL,1993,99.61280234185453
World,OWID_WRL,1994,110.6257217194991
World,OWID_WRL,1995,114.71693257668876
World,OWID_WRL,1996,115.39348338844455
World,OWID_WRL,1997,132.31801080321563
World,OWID_WRL,1998,126.20851367088379
World,OWID_WRL,1999,121.76863192233095
World,OWID_WRL,2000,116.19534284137157
World,OWID_WRL,2001,126.74831154974174
World,OWID_WRL,2002,149.47373838727782
World,OWID_WRL,2003,185.0116961330974
World,OWID_WRL,2004,209.38150180245938
World,OWID_WRL,2005,245.70289731749122
World,OWID_WRL,2006,312.5826091986318
World,OWID_WRL,2007,424.27478393551394
World,OWID_WRL,2008,574.2286032755985
World,OWID_WRL,2009,635.7515064736733
World,OWID_WRL,2010,733.9072360830193
World,OWID_WRL,2011,775.4972105428527
World,OWID_WRL,2012,788.6165958825331
World,OWID_WRL,2013,856.6010429705168
World,OWID_WRL,2014,933.4696354510471
World,OWID_WRL,2015,937.3216114862977
World,OWID_WRL,2016,970.3682915541929
World,OWID_WRL,2017,1012.1714189583485
World,OWID_WRL,2018,1108.963725096826
World,OWID_WRL,2019,1142.5261764477516
